mu,xi,sigma,q005,q095
102.26,-0.091665,11.741,93.32,102.26
102.26,-0.083794,11.74,93.11,102.26
102.26,-0.075923,11.739,92.894,102.26
102.26,-0.068052,11.739,92.673,102.26
102.26,-0.060181,11.738,92.447,102.26
102.38,-0.8394,11.755,101.41,105.56
102.38,-0.83153,11.756,101.39,105.53
102.38,-0.82366,11.757,101.37,105.49
102.38,-0.81579,11.759,101.34,105.45
102.38,-0.80792,11.76,101.32,105.41
102.38,-0.80005,11.761,101.29,105.37
102.38,-0.79217,11.762,101.27,105.33
102.38,-0.7843,11.763,101.24,105.29
102.38,-0.77643,11.764,101.21,105.25
102.38,-0.76856,11.765,101.18,105.21
102.38,-0.76069,11.766,101.16,105.17
102.38,-0.75282,11.767,101.13,105.12
102.38,-0.74495,11.768,101.1,105.08
102.38,-0.73708,11.769,101.07,105.04
102.38,-0.72921,11.77,101.03,105
102.38,-0.72134,11.771,101,104.96
102.38,-0.71347,11.772,100.97,104.91
102.38,-0.70559,11.773,100.94,104.87
102.38,-0.69772,11.774,100.9,104.83
102.38,-0.68985,11.775,100.87,104.78
102.38,-0.68198,11.776,100.83,104.74
102.38,-0.67411,11.776,100.79,104.7
102.38,-0.66624,11.777,100.76,104.65
102.38,-0.65837,11.778,100.72,104.61
102.38,-0.6505,11.779,100.68,104.56
102.38,-0.64263,11.779,100.64,104.52
102.38,-0.63476,11.78,100.6,104.48
102.38,-0.62689,11.781,100.55,104.43
102.38,-0.61901,11.781,100.51,104.39
102.38,-0.61114,11.782,100.47,104.34
102.38,-0.60327,11.782,100.42,104.3
102.38,-0.5954,11.783,100.37,104.25
102.38,-0.58753,11.783,100.33,104.2
102.38,-0.57966,11.784,100.28,104.16
102.38,-0.57179,11.784,100.23,104.11
102.38,-0.56392,11.785,100.18,104.07
102.38,-0.55605,11.785,100.12,104.02
102.38,-0.54818,11.786,100.07,103.98
102.38,-0.54031,11.786,100.02,103.93
102.38,-0.53243,11.787,99.96,103.89
102.38,-0.52456,11.787,99.902,103.84
102.38,-0.51669,11.787,99.843,103.79
102.38,-0.50882,11.787,99.783,103.75
102.38,-0.50095,11.788,99.722,103.7
102.38,-0.49308,11.788,99.659,103.66
102.38,-0.48521,11.788,99.594,103.61
102.38,-0.47734,11.788,99.528,103.57
102.38,-0.46947,11.789,99.461,103.52
102.38,-0.4616,11.789,99.391,103.48
102.38,-0.45373,11.789,99.321,103.43
102.38,-0.44586,11.789,99.248,103.39
102.38,-0.43798,11.789,99.174,103.35
102.38,-0.43011,11.789,99.098,103.3
102.38,-0.42224,11.789,99.02,103.26
102.38,-0.41437,11.789,98.941,103.22
102.38,-0.4065,11.789,98.859,103.18
102.38,-0.39863,11.789,98.776,103.14
102.38,-0.39076,11.789,98.69,103.1
102.38,-0.38289,11.789,98.603,103.06
102.38,-0.37502,11.789,98.514,103.02
102.38,-0.36715,11.789,98.422,102.98
102.38,-0.35928,11.789,98.329,102.94
102.38,-0.3514,11.789,98.233,102.9
102.38,-0.34353,11.788,98.135,102.87
102.38,-0.33566,11.788,98.034,102.83
102.38,-0.32779,11.788,97.931,102.8
102.38,-0.31992,11.788,97.826,102.77
102.38,-0.31205,11.788,97.718,102.73
102.38,-0.30418,11.787,97.608,102.7
102.38,-0.29631,11.787,97.495,102.67
102.38,-0.28844,11.787,97.38,102.65
102.38,-0.28057,11.786,97.262,102.62
102.38,-0.2727,11.786,97.141,102.59
102.38,-0.26482,11.785,97.017,102.57
102.38,-0.25695,11.785,96.89,102.55
102.38,-0.24908,11.784,96.76,102.53
102.38,-0.24121,11.784,96.628,102.51
102.38,-0.23334,11.783,96.492,102.49
102.38,-0.22547,11.783,96.353,102.47
102.38,-0.2176,11.782,96.21,102.46
102.38,-0.20973,11.782,96.065,102.45
102.38,-0.20186,11.781,95.915,102.44
102.38,-0.19399,11.781,95.763,102.43
102.38,-0.18612,11.78,95.606,102.42
102.38,-0.17824,11.779,95.447,102.41
102.38,-0.17037,11.779,95.283,102.4
102.38,-0.1625,11.778,95.115,102.4
102.38,-0.15463,11.777,94.944,102.39
102.38,-0.14676,11.776,94.768,102.39
102.38,-0.13889,11.776,94.589,102.39
102.38,-0.13102,11.775,94.405,102.39
102.38,-0.12315,11.774,94.217,102.39
102.38,-0.11528,11.773,94.024,102.38
102.38,-0.10741,11.772,93.827,102.38
102.38,-0.099535,11.771,93.625,102.38
102.38,-0.091665,11.77,93.419,102.38
102.38,-0.083794,11.769,93.208,102.38
102.38,-0.075923,11.769,92.991,102.38
102.38,-0.068052,11.768,92.77,102.38
102.38,-0.060181,11.767,92.543,102.38
102.5,-0.8394,11.799,101.53,105.7
102.5,-0.83153,11.8,101.51,105.66
102.5,-0.82366,11.801,101.48,105.62
102.5,-0.81579,11.802,101.46,105.58
102.5,-0.80792,11.803,101.43,105.54
102.5,-0.80005,11.804,101.41,105.5
102.5,-0.79217,11.805,101.38,105.46
102.5,-0.7843,11.806,101.36,105.42
102.5,-0.77643,11.807,101.33,105.38
102.5,-0.76856,11.808,101.3,105.34
102.5,-0.76069,11.809,101.27,105.3
102.5,-0.75282,11.809,101.24,105.25
102.5,-0.74495,11.81,101.21,105.21
102.5,-0.73708,11.811,101.18,105.17
102.5,-0.72921,11.812,101.15,105.13
102.5,-0.72134,11.813,101.12,105.09
102.5,-0.71347,11.813,101.09,105.04
102.5,-0.70559,11.814,101.05,105
102.5,-0.69772,11.815,101.02,104.96
102.5,-0.68985,11.816,100.98,104.91
102.5,-0.68198,11.816,100.95,104.87
102.5,-0.67411,11.817,100.91,104.83
102.5,-0.66624,11.817,100.87,104.78
102.5,-0.65837,11.818,100.83,104.74
102.5,-0.6505,11.819,100.79,104.69
102.5,-0.64263,11.819,100.75,104.65
102.5,-0.63476,11.82,100.71,104.6
102.5,-0.62689,11.82,100.67,104.56
102.5,-0.61901,11.821,100.62,104.51
102.5,-0.61114,11.821,100.58,104.47
102.5,-0.60327,11.821,100.53,104.42
102.5,-0.5954,11.822,100.49,104.38
102.5,-0.58753,11.822,100.44,104.33
102.5,-0.57966,11.823,100.39,104.29
102.5,-0.57179,11.823,100.34,104.24
102.5,-0.56392,11.823,100.29,104.19
102.5,-0.55605,11.824,100.24,104.15
102.5,-0.54818,11.824,100.18,104.1
102.5,-0.54031,11.824,100.13,104.06
102.5,-0.53243,11.824,100.07,104.01
102.5,-0.52456,11.824,100.02,103.96
102.5,-0.51669,11.825,99.956,103.92
102.5,-0.50882,11.825,99.896,103.87
102.5,-0.50095,11.825,99.834,103.83
102.5,-0.49308,11.825,99.771,103.78
102.5,-0.48521,11.825,99.706,103.74
102.5,-0.47734,11.825,99.64,103.69
102.5,-0.46947,11.825,99.572,103.65
102.5,-0.4616,11.825,99.503,103.6
102.5,-0.45373,11.825,99.432,103.56
102.5,-0.44586,11.825,99.359,103.51
102.5,-0.43798,11.825,99.285,103.47
102.5,-0.43011,11.825,99.209,103.43
102.5,-0.42224,11.825,99.131,103.38
102.5,-0.41437,11.825,99.051,103.34
102.5,-0.4065,11.825,98.969,103.3
102.5,-0.39863,11.824,98.886,103.26
102.5,-0.39076,11.824,98.8,103.22
102.5,-0.38289,11.824,98.713,103.18
102.5,-0.37502,11.824,98.623,103.14
102.5,-0.36715,11.823,98.531,103.1
102.5,-0.35928,11.823,98.438,103.06
102.5,-0.3514,11.823,98.341,103.03
102.5,-0.34353,11.823,98.243,102.99
102.5,-0.33566,11.822,98.142,102.95
102.5,-0.32779,11.822,98.039,102.92
102.5,-0.31992,11.821,97.934,102.89
102.5,-0.31205,11.821,97.826,102.86
102.5,-0.30418,11.821,97.716,102.83
102.5,-0.29631,11.82,97.602,102.8
102.5,-0.28844,11.82,97.487,102.77
102.5,-0.28057,11.819,97.368,102.74
102.5,-0.2727,11.818,97.247,102.72
102.5,-0.26482,11.818,97.123,102.69
102.5,-0.25695,11.817,96.996,102.67
102.5,-0.24908,11.817,96.866,102.65
102.5,-0.24121,11.816,96.733,102.63
102.5,-0.23334,11.815,96.597,102.61
102.5,-0.22547,11.815,96.457,102.6
102.5,-0.2176,11.814,96.314,102.58
102.5,-0.20973,11.813,96.168,102.57
102.5,-0.20186,11.813,96.019,102.56
102.5,-0.19399,11.812,95.866,102.55
102.5,-0.18612,11.811,95.709,102.54
102.5,-0.17824,11.81,95.549,102.53
102.5,-0.17037,11.809,95.385,102.52
102.5,-0.1625,11.808,95.217,102.52
102.5,-0.15463,11.808,95.045,102.51
102.5,-0.14676,11.807,94.87,102.51
102.5,-0.13889,11.806,94.69,102.51
102.5,-0.13102,11.805,94.505,102.51
102.5,-0.12315,11.804,94.317,102.51
102.5,-0.11528,11.803,94.124,102.51
102.5,-0.10741,11.802,93.926,102.51
102.5,-0.099535,11.801,93.724,102.5
102.5,-0.091665,11.8,93.517,102.5
102.5,-0.083794,11.799,93.306,102.5
102.5,-0.075923,11.797,93.089,102.5
102.5,-0.068052,11.796,92.867,102.5
102.5,-0.060181,11.795,92.64,102.5
102.63,-0.8394,11.842,101.65,105.83
102.63,-0.83153,11.843,101.62,105.79
102.63,-0.82366,11.844,101.6,105.75
102.63,-0.81579,11.845,101.58,105.71
102.63,-0.80792,11.846,101.55,105.67
102.63,-0.80005,11.847,101.53,105.63
102.63,-0.79217,11.847,101.5,105.59
102.63,-0.7843,11.848,101.47,105.55
102.63,-0.77643,11.849,101.44,105.51
102.63,-0.76856,11.85,101.42,105.47
102.63,-0.76069,11.851,101.39,105.43
102.63,-0.75282,11.851,101.36,105.38
102.63,-0.74495,11.852,101.33,105.34
102.63,-0.73708,11.853,101.3,105.3
102.63,-0.72921,11.853,101.27,105.26
102.63,-0.72134,11.854,101.23,105.22
102.63,-0.71347,11.854,101.2,105.17
102.63,-0.70559,11.855,101.17,105.13
102.63,-0.69772,11.856,101.13,105.09
102.63,-0.68985,11.856,101.1,105.04
102.63,-0.68198,11.857,101.06,105
102.63,-0.67411,11.857,101.02,104.95
102.63,-0.66624,11.858,100.99,104.91
102.63,-0.65837,11.858,100.95,104.87
102.63,-0.6505,11.858,100.91,104.82
102.63,-0.64263,11.859,100.87,104.78
102.63,-0.63476,11.859,100.83,104.73
102.63,-0.62689,11.86,100.78,104.69
102.63,-0.61901,11.86,100.74,104.64
102.63,-0.61114,11.86,100.69,104.6
102.63,-0.60327,11.86,100.65,104.55
102.63,-0.5954,11.861,100.6,104.5
102.63,-0.58753,11.861,100.55,104.46
102.63,-0.57966,11.861,100.51,104.41
102.63,-0.57179,11.861,100.46,104.37
102.63,-0.56392,11.861,100.4,104.32
102.63,-0.55605,11.862,100.35,104.27
102.63,-0.54818,11.862,100.3,104.23
102.63,-0.54031,11.862,100.24,104.18
102.63,-0.53243,11.862,100.19,104.14
102.63,-0.52456,11.862,100.13,104.09
102.63,-0.51669,11.862,100.07,104.04
102.63,-0.50882,11.862,100.01,104
102.63,-0.50095,11.862,99.947,103.95
102.63,-0.49308,11.862,99.883,103.91
102.63,-0.48521,11.862,99.818,103.86
102.63,-0.47734,11.862,99.752,103.82
102.63,-0.46947,11.861,99.684,103.77
102.63,-0.4616,11.861,99.615,103.73
102.63,-0.45373,11.861,99.543,103.68
102.63,-0.44586,11.861,99.471,103.64
102.63,-0.43798,11.861,99.396,103.59
102.63,-0.43011,11.861,99.32,103.55
102.63,-0.42224,11.86,99.242,103.51
102.63,-0.41437,11.86,99.162,103.47
102.63,-0.4065,11.86,99.08,103.42
102.63,-0.39863,11.859,98.996,103.38
102.63,-0.39076,11.859,98.91,103.34
102.63,-0.38289,11.859,98.822,103.3
102.63,-0.37502,11.858,98.733,103.26
102.63,-0.36715,11.858,98.641,103.22
102.63,-0.35928,11.857,98.547,103.18
102.63,-0.3514,11.857,98.45,103.15
102.63,-0.34353,11.856,98.352,103.11
102.63,-0.33566,11.856,98.251,103.08
102.63,-0.32779,11.855,98.148,103.04
102.63,-0.31992,11.855,98.042,103.01
102.63,-0.31205,11.854,97.934,102.98
102.63,-0.30418,11.854,97.823,102.95
102.63,-0.29631,11.853,97.71,102.92
102.63,-0.28844,11.852,97.594,102.89
102.63,-0.28057,11.852,97.475,102.86
102.63,-0.2727,11.851,97.353,102.84
102.63,-0.26482,11.85,97.229,102.81
102.63,-0.25695,11.85,97.102,102.79
102.63,-0.24908,11.849,96.971,102.77
102.63,-0.24121,11.848,96.838,102.75
102.63,-0.23334,11.847,96.701,102.73
102.63,-0.22547,11.846,96.562,102.72
102.63,-0.2176,11.845,96.419,102.7
102.63,-0.20973,11.845,96.272,102.69
102.63,-0.20186,11.844,96.123,102.68
102.63,-0.19399,11.843,95.969,102.67
102.63,-0.18612,11.842,95.812,102.66
102.63,-0.17824,11.841,95.652,102.65
102.63,-0.17037,11.84,95.488,102.64
102.63,-0.1625,11.839,95.319,102.64
102.63,-0.15463,11.838,95.147,102.64
102.63,-0.14676,11.837,94.971,102.63
102.63,-0.13889,11.836,94.791,102.63
102.63,-0.13102,11.835,94.606,102.63
102.63,-0.12315,11.833,94.417,102.63
102.63,-0.11528,11.832,94.224,102.63
102.63,-0.10741,11.831,94.026,102.63
102.63,-0.099535,11.83,93.823,102.63
102.63,-0.091665,11.829,93.616,102.63
102.63,-0.083794,11.827,93.404,102.63
102.63,-0.075923,11.826,93.187,102.63
102.63,-0.068052,11.825,92.965,102.63
102.63,-0.060181,11.823,92.737,102.63
102.75,-0.8394,11.886,101.76,105.96
102.75,-0.83153,11.886,101.74,105.92
102.75,-0.82366,11.887,101.72,105.88
102.75,-0.81579,11.888,101.69,105.84
102.75,-0.80792,11.889,101.67,105.8
102.75,-0.80005,11.889,101.64,105.76
102.75,-0.79217,11.89,101.62,105.72
102.75,-0.7843,11.891,101.59,105.68
102.75,-0.77643,11.891,101.56,105.64
102.75,-0.76856,11.892,101.53,105.6
102.75,-0.76069,11.892,101.5,105.56
102.75,-0.75282,11.893,101.48,105.52
102.75,-0.74495,11.893,101.45,105.47
102.75,-0.73708,11.894,101.41,105.43
102.75,-0.72921,11.894,101.38,105.39
102.75,-0.72134,11.895,101.35,105.35
102.75,-0.71347,11.895,101.32,105.3
102.75,-0.70559,11.896,101.28,105.26
102.75,-0.69772,11.896,101.25,105.22
102.75,-0.68985,11.897,101.21,105.17
102.75,-0.68198,11.897,101.18,105.13
102.75,-0.67411,11.897,101.14,105.08
102.75,-0.66624,11.898,101.1,105.04
102.75,-0.65837,11.898,101.06,104.99
102.75,-0.6505,11.898,101.02,104.95
102.75,-0.64263,11.898,100.98,104.9
102.75,-0.63476,11.899,100.94,104.86
102.75,-0.62689,11.899,100.9,104.81
102.75,-0.61901,11.899,100.85,104.77
102.75,-0.61114,11.899,100.81,104.72
102.75,-0.60327,11.899,100.76,104.68
102.75,-0.5954,11.899,100.72,104.63
102.75,-0.58753,11.899,100.67,104.58
102.75,-0.57966,11.899,100.62,104.54
102.75,-0.57179,11.899,100.57,104.49
102.75,-0.56392,11.899,100.52,104.45
102.75,-0.55605,11.899,100.46,104.4
102.75,-0.54818,11.899,100.41,104.35
102.75,-0.54031,11.899,100.36,104.31
102.75,-0.53243,11.899,100.3,104.26
102.75,-0.52456,11.899,100.24,104.22
102.75,-0.51669,11.899,100.18,104.17
102.75,-0.50882,11.899,100.12,104.12
102.75,-0.50095,11.899,100.06,104.08
102.75,-0.49308,11.898,99.996,104.03
102.75,-0.48521,11.898,99.931,103.99
102.75,-0.47734,11.898,99.864,103.94
102.75,-0.46947,11.898,99.796,103.9
102.75,-0.4616,11.897,99.726,103.85
102.75,-0.45373,11.897,99.655,103.81
102.75,-0.44586,11.897,99.582,103.76
102.75,-0.43798,11.896,99.507,103.72
102.75,-0.43011,11.896,99.431,103.67
102.75,-0.42224,11.896,99.352,103.63
102.75,-0.41437,11.895,99.272,103.59
102.75,-0.4065,11.895,99.19,103.55
102.75,-0.39863,11.894,99.106,103.5
102.75,-0.39076,11.894,99.02,103.46
102.75,-0.38289,11.893,98.932,103.42
102.75,-0.37502,11.893,98.842,103.38
102.75,-0.36715,11.892,98.75,103.35
102.75,-0.35928,11.891,98.656,103.31
102.75,-0.3514,11.891,98.559,103.27
102.75,-0.34353,11.89,98.46,103.23
102.75,-0.33566,11.889,98.359,103.2
102.75,-0.32779,11.889,98.256,103.16
102.75,-0.31992,11.888,98.15,103.13
102.75,-0.31205,11.887,98.041,103.1
102.75,-0.30418,11.887,97.93,103.07
102.75,-0.29631,11.886,97.817,103.04
102.75,-0.28844,11.885,97.7,103.01
102.75,-0.28057,11.884,97.581,102.98
102.75,-0.2727,11.883,97.46,102.96
102.75,-0.26482,11.882,97.335,102.93
102.75,-0.25695,11.882,97.207,102.91
102.75,-0.24908,11.881,97.077,102.89
102.75,-0.24121,11.88,96.943,102.87
102.75,-0.23334,11.879,96.806,102.85
102.75,-0.22547,11.878,96.666,102.84
102.75,-0.2176,11.877,96.523,102.82
102.75,-0.20973,11.876,96.377,102.81
102.75,-0.20186,11.875,96.226,102.8
102.75,-0.19399,11.874,96.073,102.79
102.75,-0.18612,11.872,95.916,102.78
102.75,-0.17824,11.871,95.755,102.77
102.75,-0.17037,11.87,95.59,102.77
102.75,-0.1625,11.869,95.421,102.76
102.75,-0.15463,11.868,95.249,102.76
102.75,-0.14676,11.867,95.072,102.75
102.75,-0.13889,11.865,94.892,102.75
102.75,-0.13102,11.864,94.707,102.75
102.75,-0.12315,11.863,94.518,102.75
102.75,-0.11528,11.862,94.324,102.75
102.75,-0.10741,11.86,94.126,102.75
102.75,-0.099535,11.859,93.923,102.75
102.75,-0.091665,11.857,93.715,102.75
102.75,-0.083794,11.856,93.502,102.75
102.75,-0.075923,11.855,93.285,102.75
102.75,-0.068052,11.853,93.062,102.75
102.75,-0.060181,11.852,92.835,102.75
102.87,-0.8394,11.929,101.88,106.1
102.87,-0.83153,11.929,101.86,106.06
102.87,-0.82366,11.93,101.83,106.02
102.87,-0.81579,11.931,101.81,105.98
102.87,-0.80792,11.931,101.78,105.94
102.87,-0.80005,11.932,101.76,105.89
102.87,-0.79217,11.932,101.73,105.85
102.87,-0.7843,11.933,101.71,105.81
102.87,-0.77643,11.933,101.68,105.77
102.87,-0.76856,11.934,101.65,105.73
102.87,-0.76069,11.934,101.62,105.69
102.87,-0.75282,11.934,101.59,105.65
102.87,-0.74495,11.935,101.56,105.6
102.87,-0.73708,11.935,101.53,105.56
102.87,-0.72921,11.935,101.5,105.52
102.87,-0.72134,11.936,101.47,105.47
102.87,-0.71347,11.936,101.43,105.43
102.87,-0.70559,11.936,101.4,105.39
102.87,-0.69772,11.937,101.36,105.34
102.87,-0.68985,11.937,101.33,105.3
102.87,-0.68198,11.937,101.29,105.26
102.87,-0.67411,11.937,101.26,105.21
102.87,-0.66624,11.937,101.22,105.17
102.87,-0.65837,11.937,101.18,105.12
102.87,-0.6505,11.938,101.14,105.08
102.87,-0.64263,11.938,101.1,105.03
102.87,-0.63476,11.938,101.06,104.99
102.87,-0.62689,11.938,101.01,104.94
102.87,-0.61901,11.938,100.97,104.9
102.87,-0.61114,11.938,100.92,104.85
102.87,-0.60327,11.938,100.88,104.8
102.87,-0.5954,11.938,100.83,104.76
102.87,-0.58753,11.938,100.78,104.71
102.87,-0.57966,11.937,100.73,104.67
102.87,-0.57179,11.937,100.68,104.62
102.87,-0.56392,11.937,100.63,104.57
102.87,-0.55605,11.937,100.58,104.53
102.87,-0.54818,11.937,100.52,104.48
102.87,-0.54031,11.937,100.47,104.43
102.87,-0.53243,11.936,100.41,104.39
102.87,-0.52456,11.936,100.35,104.34
102.87,-0.51669,11.936,100.29,104.29
102.87,-0.50882,11.936,100.23,104.25
102.87,-0.50095,11.935,100.17,104.2
102.87,-0.49308,11.935,100.11,104.16
102.87,-0.48521,11.934,100.04,104.11
102.87,-0.47734,11.934,99.976,104.07
102.87,-0.46947,11.934,99.908,104.02
102.87,-0.4616,11.933,99.838,103.97
102.87,-0.45373,11.933,99.766,103.93
102.87,-0.44586,11.932,99.693,103.89
102.87,-0.43798,11.932,99.618,103.84
102.87,-0.43011,11.931,99.542,103.8
102.87,-0.42224,11.931,99.463,103.75
102.87,-0.41437,11.93,99.383,103.71
102.87,-0.4065,11.929,99.301,103.67
102.87,-0.39863,11.929,99.216,103.63
102.87,-0.39076,11.928,99.13,103.59
102.87,-0.38289,11.927,99.042,103.55
102.87,-0.37502,11.927,98.952,103.51
102.87,-0.36715,11.926,98.859,103.47
102.87,-0.35928,11.925,98.765,103.43
102.87,-0.3514,11.924,98.668,103.39
102.87,-0.34353,11.924,98.569,103.36
102.87,-0.33566,11.923,98.468,103.32
102.87,-0.32779,11.922,98.364,103.29
102.87,-0.31992,11.921,98.258,103.25
102.87,-0.31205,11.92,98.149,103.22
102.87,-0.30418,11.919,98.038,103.19
102.87,-0.29631,11.918,97.924,103.16
102.87,-0.28844,11.917,97.807,103.13
102.87,-0.28057,11.917,97.688,103.11
102.87,-0.2727,11.916,97.566,103.08
102.87,-0.26482,11.914,97.441,103.06
102.87,-0.25695,11.913,97.313,103.03
102.87,-0.24908,11.912,97.183,103.01
102.87,-0.24121,11.911,97.049,102.99
102.87,-0.23334,11.91,96.912,102.98
102.87,-0.22547,11.909,96.771,102.96
102.87,-0.2176,11.908,96.628,102.94
102.87,-0.20973,11.907,96.481,102.93
102.87,-0.20186,11.905,96.33,102.92
102.87,-0.19399,11.904,96.176,102.91
102.87,-0.18612,11.903,96.019,102.9
102.87,-0.17824,11.902,95.858,102.89
102.87,-0.17037,11.9,95.693,102.89
102.87,-0.1625,11.899,95.524,102.88
102.87,-0.15463,11.898,95.351,102.88
102.87,-0.14676,11.896,95.174,102.87
102.87,-0.13889,11.895,94.993,102.87
102.87,-0.13102,11.894,94.808,102.87
102.87,-0.12315,11.892,94.618,102.87
102.87,-0.11528,11.891,94.424,102.87
102.87,-0.10741,11.889,94.225,102.87
102.87,-0.099535,11.888,94.022,102.87
102.87,-0.091665,11.886,93.814,102.87
102.87,-0.083794,11.885,93.601,102.87
102.87,-0.075923,11.883,93.383,102.87
102.87,-0.068052,11.881,93.16,102.87
102.87,-0.060181,11.88,92.932,102.87
102.99,-0.8394,11.972,102,106.23
102.99,-0.83153,11.972,101.98,106.19
102.99,-0.82366,11.973,101.95,106.15
102.99,-0.81579,11.973,101.93,106.11
102.99,-0.80792,11.973,101.9,106.07
102.99,-0.80005,11.974,101.88,106.03
102.99,-0.79217,11.974,101.85,105.99
102.99,-0.7843,11.975,101.82,105.94
102.99,-0.77643,11.975,101.79,105.9
102.99,-0.76856,11.975,101.77,105.86
102.99,-0.76069,11.975,101.74,105.82
102.99,-0.75282,11.976,101.71,105.78
102.99,-0.74495,11.976,101.68,105.73
102.99,-0.73708,11.976,101.65,105.69
102.99,-0.72921,11.976,101.61,105.65
102.99,-0.72134,11.976,101.58,105.6
102.99,-0.71347,11.977,101.55,105.56
102.99,-0.70559,11.977,101.52,105.52
102.99,-0.69772,11.977,101.48,105.47
102.99,-0.68985,11.977,101.44,105.43
102.99,-0.68198,11.977,101.41,105.38
102.99,-0.67411,11.977,101.37,105.34
102.99,-0.66624,11.977,101.33,105.3
102.99,-0.65837,11.977,101.29,105.25
102.99,-0.6505,11.977,101.25,105.21
102.99,-0.64263,11.977,101.21,105.16
102.99,-0.63476,11.977,101.17,105.11
102.99,-0.62689,11.977,101.13,105.07
102.99,-0.61901,11.976,101.08,105.02
102.99,-0.61114,11.976,101.04,104.98
102.99,-0.60327,11.976,100.99,104.93
102.99,-0.5954,11.976,100.94,104.88
102.99,-0.58753,11.976,100.9,104.84
102.99,-0.57966,11.975,100.85,104.79
102.99,-0.57179,11.975,100.8,104.75
102.99,-0.56392,11.975,100.74,104.7
102.99,-0.55605,11.975,100.69,104.65
102.99,-0.54818,11.974,100.64,104.61
102.99,-0.54031,11.974,100.58,104.56
102.99,-0.53243,11.973,100.53,104.51
102.99,-0.52456,11.973,100.47,104.47
102.99,-0.51669,11.973,100.41,104.42
102.99,-0.50882,11.972,100.35,104.37
102.99,-0.50095,11.972,100.28,104.33
102.99,-0.49308,11.971,100.22,104.28
102.99,-0.48521,11.971,100.16,104.24
102.99,-0.47734,11.97,100.09,104.19
102.99,-0.46947,11.969,100.02,104.14
102.99,-0.4616,11.969,99.95,104.1
102.99,-0.45373,11.968,99.878,104.05
102.99,-0.44586,11.968,99.805,104.01
102.99,-0.43798,11.967,99.73,103.97
102.99,-0.43011,11.966,99.653,103.92
102.99,-0.42224,11.965,99.574,103.88
102.99,-0.41437,11.965,99.493,103.84
102.99,-0.4065,11.964,99.411,103.79
102.99,-0.39863,11.963,99.327,103.75
102.99,-0.39076,11.962,99.24,103.71
102.99,-0.38289,11.962,99.152,103.67
102.99,-0.37502,11.961,99.061,103.63
102.99,-0.36715,11.96,98.969,103.59
102.99,-0.35928,11.959,98.874,103.55
102.99,-0.3514,11.958,98.777,103.51
102.99,-0.34353,11.957,98.678,103.48
102.99,-0.33566,11.956,98.576,103.44
102.99,-0.32779,11.955,98.472,103.41
102.99,-0.31992,11.954,98.366,103.38
102.99,-0.31205,11.953,98.257,103.34
102.99,-0.30418,11.952,98.145,103.31
102.99,-0.29631,11.951,98.031,103.28
102.99,-0.28844,11.95,97.915,103.25
102.99,-0.28057,11.949,97.795,103.23
102.99,-0.2727,11.948,97.673,103.2
102.99,-0.26482,11.946,97.548,103.18
102.99,-0.25695,11.945,97.419,103.15
102.99,-0.24908,11.944,97.288,103.13
102.99,-0.24121,11.943,97.154,103.11
102.99,-0.23334,11.941,97.017,103.1
102.99,-0.22547,11.94,96.876,103.08
102.99,-0.2176,11.939,96.732,103.07
102.99,-0.20973,11.937,96.585,103.05
102.99,-0.20186,11.936,96.434,103.04
102.99,-0.19399,11.935,96.28,103.03
102.99,-0.18612,11.933,96.122,103.02
102.99,-0.17824,11.932,95.961,103.01
102.99,-0.17037,11.93,95.795,103.01
102.99,-0.1625,11.929,95.626,103
102.99,-0.15463,11.927,95.453,103
102.99,-0.14676,11.926,95.276,102.99
102.99,-0.13889,11.924,95.094,102.99
102.99,-0.13102,11.923,94.909,102.99
102.99,-0.12315,11.921,94.719,102.99
102.99,-0.11528,11.92,94.524,102.99
