mu,xi,sigma,q005,q095
93.686,-0.7843,8.2198,92.886,95.715
93.686,-0.77643,8.2319,92.866,95.69
93.686,-0.76856,8.244,92.845,95.664
93.686,-0.76069,8.256,92.824,95.637
93.686,-0.75282,8.268,92.802,95.611
93.686,-0.74495,8.28,92.78,95.584
93.686,-0.73708,8.2919,92.757,95.557
93.686,-0.72921,8.3039,92.734,95.53
93.686,-0.72134,8.3158,92.71,95.503
93.686,-0.71347,8.3277,92.686,95.475
93.686,-0.70559,8.3395,92.66,95.447
93.686,-0.69772,8.3514,92.635,95.419
93.686,-0.68985,8.3632,92.608,95.391
93.686,-0.68198,8.375,92.581,95.362
93.686,-0.67411,8.3868,92.554,95.333
93.686,-0.66624,8.3985,92.525,95.304
93.686,-0.65837,8.4102,92.496,95.275
93.686,-0.6505,8.4219,92.466,95.245
93.686,-0.64263,8.4336,92.436,95.215
93.686,-0.63476,8.4453,92.404,95.185
93.686,-0.62689,8.4569,92.372,95.155
93.686,-0.61901,8.4685,92.339,95.125
93.686,-0.61114,8.4801,92.305,95.094
93.686,-0.60327,8.4917,92.271,95.064
93.686,-0.5954,8.5032,92.235,95.033
93.686,-0.58753,8.5147,92.199,95.002
93.686,-0.57966,8.5262,92.162,94.97
93.686,-0.57179,8.5377,92.124,94.939
93.686,-0.56392,8.5492,92.085,94.908
93.686,-0.55605,8.5606,92.045,94.876
93.686,-0.54818,8.572,92.003,94.844
93.686,-0.54031,8.5834,91.961,94.813
93.686,-0.53243,8.5947,91.918,94.781
93.686,-0.52456,8.6061,91.874,94.749
93.686,-0.51669,8.6174,91.829,94.717
93.686,-0.50882,8.6287,91.782,94.685
93.686,-0.50095,8.6399,91.735,94.653
93.686,-0.49308,8.6512,91.686,94.621
93.686,-0.48521,8.6624,91.636,94.589
93.686,-0.47734,8.6736,91.585,94.557
93.686,-0.46947,8.6848,91.532,94.525
93.686,-0.4616,8.6959,91.479,94.493
93.686,-0.45373,8.707,91.424,94.462
93.686,-0.44586,8.7181,91.367,94.43
93.686,-0.43798,8.7292,91.309,94.399
93.686,-0.43011,8.7403,91.25,94.368
93.686,-0.42224,8.7513,91.189,94.337
93.686,-0.41437,8.7623,91.127,94.306
93.686,-0.4065,8.7733,91.063,94.276
93.686,-0.39863,8.7843,90.998,94.246
93.686,-0.39076,8.7952,90.931,94.217
93.686,-0.38289,8.8061,90.862,94.188
93.686,-0.37502,8.817,90.792,94.159
93.686,-0.36715,8.8279,90.719,94.131
93.686,-0.35928,8.8388,90.645,94.103
93.686,-0.3514,8.8496,90.57,94.076
93.686,-0.34353,8.8604,90.492,94.049
93.686,-0.33566,8.8712,90.413,94.024
93.686,-0.32779,8.8819,90.331,93.999
93.686,-0.31992,8.8927,90.248,93.974
93.686,-0.31205,8.9034,90.162,93.951
93.686,-0.30418,8.9141,90.074,93.928
93.686,-0.29631,8.9247,89.985,93.906
93.686,-0.28844,8.9354,89.892,93.885
93.686,-0.28057,8.946,89.798,93.865
93.686,-0.2727,8.9566,89.701,93.846
93.686,-0.26482,8.9672,89.602,93.828
93.686,-0.25695,8.9777,89.501,93.812
93.686,-0.24908,8.9883,89.397,93.796
93.686,-0.24121,8.9988,89.29,93.781
93.686,-0.23334,9.0092,89.181,93.768
93.686,-0.22547,9.0197,89.069,93.755
93.686,-0.2176,9.0301,88.954,93.744
93.686,-0.20973,9.0406,88.837,93.734
93.686,-0.20186,9.0509,88.717,93.725
93.686,-0.19399,9.0613,88.593,93.718
93.686,-0.18612,9.0717,88.467,93.711
93.686,-0.17824,9.082,88.337,93.705
93.686,-0.17037,9.0923,88.205,93.701
93.686,-0.1625,9.1025,88.069,93.697
93.686,-0.15463,9.1128,87.929,93.694
93.686,-0.14676,9.123,87.786,93.691
93.686,-0.13889,9.1332,87.64,93.689
93.686,-0.13102,9.1434,87.49,93.688
93.686,-0.12315,9.1536,87.337,93.687
93.686,-0.11528,9.1637,87.179,93.687
93.686,-0.10741,9.1738,87.018,93.686
93.686,-0.099535,9.1839,86.853,93.686
93.686,-0.091665,9.194,86.683,93.686
93.686,-0.083794,9.204,86.51,93.686
93.686,-0.075923,9.214,86.332,93.686
93.686,-0.068052,9.224,86.15,93.686
93.686,-0.060181,9.234,85.963,93.686
93.807,-0.8394,8.1914,93.13,96.023
93.807,-0.83153,8.2035,93.113,95.999
93.807,-0.82366,8.2155,93.095,95.975
93.807,-0.81579,8.2275,93.077,95.951
93.807,-0.80792,8.2396,93.059,95.926
93.807,-0.80005,8.2515,93.04,95.901
93.807,-0.79217,8.2635,93.021,95.875
93.807,-0.7843,8.2755,93.001,95.85
93.807,-0.77643,8.2874,92.981,95.824
93.807,-0.76856,8.2993,92.96,95.798
93.807,-0.76069,8.3112,92.939,95.771
93.807,-0.75282,8.323,92.917,95.745
93.807,-0.74495,8.3348,92.895,95.718
93.807,-0.73708,8.3466,92.872,95.691
93.807,-0.72921,8.3584,92.849,95.663
93.807,-0.72134,8.3702,92.825,95.636
93.807,-0.71347,8.3819,92.8,95.608
93.807,-0.70559,8.3936,92.775,95.579
93.807,-0.69772,8.4053,92.749,95.551
93.807,-0.68985,8.417,92.722,95.522
93.807,-0.68198,8.4286,92.695,95.494
93.807,-0.67411,8.4402,92.667,95.464
93.807,-0.66624,8.4518,92.639,95.435
93.807,-0.65837,8.4634,92.609,95.406
93.807,-0.6505,8.475,92.579,95.376
93.807,-0.64263,8.4865,92.549,95.346
93.807,-0.63476,8.498,92.517,95.316
93.807,-0.62689,8.5095,92.485,95.285
93.807,-0.61901,8.5209,92.452,95.255
93.807,-0.61114,8.5324,92.418,95.224
93.807,-0.60327,8.5438,92.383,95.193
93.807,-0.5954,8.5552,92.347,95.162
93.807,-0.58753,8.5665,92.311,95.13
93.807,-0.57966,8.5779,92.273,95.099
93.807,-0.57179,8.5892,92.235,95.067
93.807,-0.56392,8.6005,92.196,95.036
93.807,-0.55605,8.6118,92.156,95.004
93.807,-0.54818,8.623,92.114,94.972
93.807,-0.54031,8.6343,92.072,94.94
93.807,-0.53243,8.6455,92.029,94.908
93.807,-0.52456,8.6566,91.984,94.876
93.807,-0.51669,8.6678,91.939,94.844
93.807,-0.50882,8.6789,91.892,94.811
93.807,-0.50095,8.6901,91.844,94.779
93.807,-0.49308,8.7011,91.795,94.747
93.807,-0.48521,8.7122,91.745,94.715
93.807,-0.47734,8.7233,91.694,94.683
93.807,-0.46947,8.7343,91.641,94.651
93.807,-0.4616,8.7453,91.587,94.619
93.807,-0.45373,8.7563,91.532,94.587
93.807,-0.44586,8.7672,91.475,94.555
93.807,-0.43798,8.7781,91.417,94.524
93.807,-0.43011,8.789,91.357,94.492
93.807,-0.42224,8.7999,91.296,94.461
93.807,-0.41437,8.8108,91.233,94.431
93.807,-0.4065,8.8216,91.169,94.4
93.807,-0.39863,8.8324,91.104,94.37
93.807,-0.39076,8.8432,91.036,94.34
93.807,-0.38289,8.854,90.967,94.311
93.807,-0.37502,8.8647,90.897,94.282
93.807,-0.36715,8.8755,90.824,94.254
93.807,-0.35928,8.8862,90.75,94.226
93.807,-0.3514,8.8968,90.674,94.199
93.807,-0.34353,8.9075,90.596,94.172
93.807,-0.33566,8.9181,90.516,94.146
93.807,-0.32779,8.9287,90.434,94.121
93.807,-0.31992,8.9393,90.35,94.096
93.807,-0.31205,8.9499,90.264,94.073
93.807,-0.30418,8.9604,90.176,94.05
93.807,-0.29631,8.9709,90.086,94.028
93.807,-0.28844,8.9814,89.994,94.007
93.807,-0.28057,8.9919,89.899,93.987
93.807,-0.2727,9.0023,89.802,93.968
93.807,-0.26482,9.0127,89.702,93.95
93.807,-0.25695,9.0231,89.601,93.933
93.807,-0.24908,9.0335,89.496,93.917
93.807,-0.24121,9.0439,89.389,93.903
93.807,-0.23334,9.0542,89.279,93.889
93.807,-0.22547,9.0645,89.167,93.877
93.807,-0.2176,9.0748,89.052,93.865
93.807,-0.20973,9.085,88.934,93.855
93.807,-0.20186,9.0953,88.813,93.846
93.807,-0.19399,9.1055,88.689,93.839
93.807,-0.18612,9.1157,88.562,93.832
93.807,-0.17824,9.1258,88.432,93.826
93.807,-0.17037,9.136,88.299,93.821
93.807,-0.1625,9.1461,88.162,93.818
93.807,-0.15463,9.1562,88.023,93.814
93.807,-0.14676,9.1663,87.879,93.812
93.807,-0.13889,9.1763,87.732,93.81
93.807,-0.13102,9.1864,87.582,93.809
93.807,-0.12315,9.1964,87.428,93.808
93.807,-0.11528,9.2064,87.27,93.808
93.807,-0.10741,9.2163,87.108,93.807
93.807,-0.099535,9.2263,86.942,93.807
93.807,-0.091665,9.2362,86.772,93.807
93.807,-0.083794,9.2461,86.598,93.807
93.807,-0.075923,9.2559,86.42,93.807
93.807,-0.068052,9.2658,86.237,93.807
93.807,-0.060181,9.2756,86.05,93.807
93.928,-0.8394,8.2479,93.246,96.16
93.928,-0.83153,8.2598,93.229,96.135
93.928,-0.82366,8.2717,93.211,96.111
93.928,-0.81579,8.2836,93.193,96.086
93.928,-0.80792,8.2955,93.175,96.061
93.928,-0.80005,8.3073,93.156,96.036
93.928,-0.79217,8.3191,93.137,96.01
93.928,-0.7843,8.3309,93.117,95.984
93.928,-0.77643,8.3427,93.096,95.958
93.928,-0.76856,8.3544,93.075,95.932
93.928,-0.76069,8.3661,93.054,95.905
93.928,-0.75282,8.3778,93.032,95.878
93.928,-0.74495,8.3895,93.01,95.851
93.928,-0.73708,8.4012,92.987,95.824
93.928,-0.72921,8.4128,92.963,95.796
93.928,-0.72134,8.4244,92.939,95.768
93.928,-0.71347,8.436,92.914,95.74
93.928,-0.70559,8.4475,92.889,95.712
93.928,-0.69772,8.4591,92.863,95.683
93.928,-0.68985,8.4706,92.836,95.654
93.928,-0.68198,8.4821,92.809,95.625
93.928,-0.67411,8.4935,92.781,95.596
93.928,-0.66624,8.505,92.752,95.566
93.928,-0.65837,8.5164,92.723,95.536
93.928,-0.6505,8.5278,92.692,95.506
93.928,-0.64263,8.5392,92.662,95.476
93.928,-0.63476,8.5505,92.63,95.446
93.928,-0.62689,8.5619,92.597,95.415
93.928,-0.61901,8.5732,92.564,95.384
93.928,-0.61114,8.5845,92.53,95.353
93.928,-0.60327,8.5957,92.495,95.322
93.928,-0.5954,8.607,92.459,95.291
93.928,-0.58753,8.6182,92.423,95.259
93.928,-0.57966,8.6294,92.385,95.228
93.928,-0.57179,8.6405,92.347,95.196
93.928,-0.56392,8.6517,92.307,95.164
93.928,-0.55605,8.6628,92.267,95.132
93.928,-0.54818,8.6739,92.225,95.1
93.928,-0.54031,8.685,92.183,95.068
93.928,-0.53243,8.696,92.139,95.035
93.928,-0.52456,8.7071,92.094,95.003
93.928,-0.51669,8.7181,92.049,94.97
93.928,-0.50882,8.729,92.002,94.938
93.928,-0.50095,8.74,91.954,94.906
93.928,-0.49308,8.7509,91.905,94.873
93.928,-0.48521,8.7619,91.854,94.841
93.928,-0.47734,8.7727,91.802,94.808
93.928,-0.46947,8.7836,91.749,94.776
93.928,-0.4616,8.7945,91.695,94.744
93.928,-0.45373,8.8053,91.64,94.712
93.928,-0.44586,8.8161,91.583,94.68
93.928,-0.43798,8.8269,91.524,94.649
93.928,-0.43011,8.8376,91.464,94.617
93.928,-0.42224,8.8483,91.403,94.586
93.928,-0.41437,8.859,91.34,94.555
93.928,-0.4065,8.8697,91.276,94.524
93.928,-0.39863,8.8804,91.21,94.494
93.928,-0.39076,8.891,91.142,94.464
93.928,-0.38289,8.9016,91.073,94.435
93.928,-0.37502,8.9122,91.002,94.406
93.928,-0.36715,8.9228,90.929,94.377
93.928,-0.35928,8.9334,90.855,94.349
93.928,-0.3514,8.9439,90.778,94.322
93.928,-0.34353,8.9544,90.7,94.295
93.928,-0.33566,8.9648,90.62,94.269
93.928,-0.32779,8.9753,90.537,94.243
93.928,-0.31992,8.9857,90.453,94.219
93.928,-0.31205,8.9961,90.367,94.195
93.928,-0.30418,9.0065,90.279,94.172
93.928,-0.29631,9.0169,90.188,94.15
93.928,-0.28844,9.0272,90.095,94.129
93.928,-0.28057,9.0375,90,94.109
93.928,-0.2727,9.0478,89.902,94.09
93.928,-0.26482,9.0581,89.803,94.071
93.928,-0.25695,9.0683,89.7,94.054
93.928,-0.24908,9.0786,89.595,94.039
93.928,-0.24121,9.0888,89.488,94.024
93.928,-0.23334,9.0989,89.378,94.01
93.928,-0.22547,9.1091,89.265,93.998
93.928,-0.2176,9.1192,89.149,93.987
93.928,-0.20973,9.1293,89.031,93.976
93.928,-0.20186,9.1394,88.91,93.967
93.928,-0.19399,9.1495,88.785,93.96
93.928,-0.18612,9.1595,88.658,93.953
93.928,-0.17824,9.1695,88.527,93.947
93.928,-0.17037,9.1795,88.394,93.942
93.928,-0.1625,9.1895,88.256,93.938
93.928,-0.15463,9.1994,88.116,93.935
93.928,-0.14676,9.2094,87.972,93.933
93.928,-0.13889,9.2193,87.825,93.931
93.928,-0.13102,9.2291,87.674,93.93
93.928,-0.12315,9.239,87.519,93.929
93.928,-0.11528,9.2488,87.36,93.928
93.928,-0.10741,9.2586,87.198,93.928
93.928,-0.099535,9.2684,87.031,93.928
93.928,-0.091665,9.2782,86.861,93.928
93.928,-0.083794,9.2879,86.686,93.928
93.928,-0.075923,9.2976,86.507,93.928
93.928,-0.068052,9.3073,86.324,93.928
93.928,-0.060181,9.317,86.136,93.928
94.048,-0.8394,8.3042,93.362,96.296
94.048,-0.83153,8.316,93.345,96.271
94.048,-0.82366,8.3277,93.327,96.246
94.048,-0.81579,8.3395,93.309,96.221
94.048,-0.80792,8.3512,93.291,96.196
94.048,-0.80005,8.3629,93.272,96.171
94.048,-0.79217,8.3745,93.252,96.145
94.048,-0.7843,8.3862,93.232,96.119
94.048,-0.77643,8.3978,93.212,96.092
94.048,-0.76856,8.4094,93.191,96.066
94.048,-0.76069,8.4209,93.169,96.039
94.048,-0.75282,8.4325,93.147,96.012
94.048,-0.74495,8.444,93.125,95.984
94.048,-0.73708,8.4555,93.101,95.957
94.048,-0.72921,8.467,93.078,95.929
94.048,-0.72134,8.4784,93.053,95.901
94.048,-0.71347,8.4899,93.028,95.872
94.048,-0.70559,8.5013,93.003,95.844
94.048,-0.69772,8.5127,92.977,95.815
94.048,-0.68985,8.524,92.95,95.786
94.048,-0.68198,8.5354,92.923,95.757
94.048,-0.67411,8.5467,92.894,95.727
94.048,-0.66624,8.558,92.866,95.697
94.048,-0.65837,8.5692,92.836,95.667
94.048,-0.6505,8.5805,92.806,95.637
94.048,-0.64263,8.5917,92.775,95.607
94.048,-0.63476,8.6029,92.743,95.576
94.048,-0.62689,8.6141,92.71,95.545
94.048,-0.61901,8.6252,92.677,95.514
94.048,-0.61114,8.6364,92.642,95.483
94.048,-0.60327,8.6475,92.607,95.451
94.048,-0.5954,8.6586,92.571,95.42
94.048,-0.58753,8.6696,92.534,95.388
94.048,-0.57966,8.6807,92.497,95.356
94.048,-0.57179,8.6917,92.458,95.324
94.048,-0.56392,8.7027,92.418,95.292
94.048,-0.55605,8.7136,92.378,95.26
94.048,-0.54818,8.7246,92.336,95.227
94.048,-0.54031,8.7355,92.293,95.195
94.048,-0.53243,8.7464,92.249,95.162
94.048,-0.52456,8.7573,92.205,95.13
94.048,-0.51669,8.7681,92.159,95.097
94.048,-0.50882,8.779,92.112,95.065
94.048,-0.50095,8.7898,92.063,95.032
94.048,-0.49308,8.8006,92.014,94.999
94.048,-0.48521,8.8113,91.963,94.967
94.048,-0.47734,8.8221,91.911,94.934
94.048,-0.46947,8.8328,91.858,94.902
94.048,-0.4616,8.8435,91.804,94.869
94.048,-0.45373,8.8541,91.748,94.837
94.048,-0.44586,8.8648,91.69,94.805
94.048,-0.43798,8.8754,91.632,94.773
94.048,-0.43011,8.886,91.572,94.742
94.048,-0.42224,8.8966,91.51,94.71
94.048,-0.41437,8.9071,91.447,94.679
94.048,-0.4065,8.9177,91.382,94.648
94.048,-0.39863,8.9282,91.316,94.618
94.048,-0.39076,8.9387,91.248,94.588
94.048,-0.38289,8.9491,91.178,94.558
94.048,-0.37502,8.9596,91.107,94.529
94.048,-0.36715,8.97,91.034,94.5
94.048,-0.35928,8.9804,90.959,94.472
94.048,-0.3514,8.9907,90.882,94.445
94.048,-0.34353,9.0011,90.804,94.418
94.048,-0.33566,9.0114,90.723,94.391
94.048,-0.32779,9.0217,90.641,94.366
94.048,-0.31992,9.032,90.556,94.341
94.048,-0.31205,9.0422,90.47,94.317
94.048,-0.30418,9.0525,90.381,94.294
94.048,-0.29631,9.0627,90.29,94.272
94.048,-0.28844,9.0729,90.197,94.251
94.048,-0.28057,9.083,90.101,94.23
94.048,-0.2727,9.0932,90.003,94.211
94.048,-0.26482,9.1033,89.903,94.193
94.048,-0.25695,9.1134,89.8,94.176
94.048,-0.24908,9.1234,89.695,94.16
94.048,-0.24121,9.1335,89.587,94.145
94.048,-0.23334,9.1435,89.476,94.131
94.048,-0.22547,9.1535,89.363,94.119
94.048,-0.2176,9.1635,89.247,94.108
94.048,-0.20973,9.1735,89.128,94.097
94.048,-0.20186,9.1834,89.006,94.088
94.048,-0.19399,9.1933,88.881,94.081
94.048,-0.18612,9.2032,88.754,94.074
94.048,-0.17824,9.213,88.622,94.068
94.048,-0.17037,9.2229,88.488,94.063
94.048,-0.1625,9.2327,88.351,94.059
94.048,-0.15463,9.2425,88.21,94.056
94.048,-0.14676,9.2523,88.065,94.054
94.048,-0.13889,9.262,87.917,94.052
94.048,-0.13102,9.2717,87.766,94.051
94.048,-0.12315,9.2814,87.61,94.05
94.048,-0.11528,9.2911,87.451,94.049
94.048,-0.10741,9.3008,87.288,94.049
94.048,-0.099535,9.3104,87.121,94.049
94.048,-0.091665,9.32,86.95,94.048
94.048,-0.083794,9.3296,86.774,94.048
94.048,-0.075923,9.3392,86.595,94.048
94.048,-0.068052,9.3487,86.411,94.048
94.048,-0.060181,9.3582,86.222,94.048
94.169,-0.8394,8.3604,93.478,96.432
94.169,-0.83153,8.372,93.461,96.407
94.169,-0.82366,8.3836,93.443,96.382
94.169,-0.81579,8.3952,93.425,96.357
94.169,-0.80792,8.4067,93.406,96.331
94.169,-0.80005,8.4182,93.387,96.305
94.169,-0.79217,8.4298,93.368,96.279
94.169,-0.7843,8.4412,93.348,96.253
94.169,-0.77643,8.4527,93.327,96.226
94.169,-0.76856,8.4641,93.306,96.2
94.169,-0.76069,8.4756,93.284,96.173
94.169,-0.75282,8.487,93.262,96.145
94.169,-0.74495,8.4983,93.239,96.118
94.169,-0.73708,8.5097,93.216,96.09
94.169,-0.72921,8.521,93.192,96.062
94.169,-0.72134,8.5323,93.168,96.033
94.169,-0.71347,8.5436,93.143,96.005
94.169,-0.70559,8.5548,93.117,95.976
94.169,-0.69772,8.5661,93.091,95.947
94.169,-0.68985,8.5773,93.064,95.918
94.169,-0.68198,8.5885,93.036,95.888
94.169,-0.67411,8.5996,93.008,95.858
94.169,-0.66624,8.6108,92.979,95.828
94.169,-0.65837,8.6219,92.949,95.798
94.169,-0.6505,8.633,92.919,95.767
94.169,-0.64263,8.644,92.888,95.737
94.169,-0.63476,8.6551,92.856,95.706
94.169,-0.62689,8.6661,92.823,95.675
94.169,-0.61901,8.6771,92.789,95.644
94.169,-0.61114,8.6881,92.755,95.612
94.169,-0.60327,8.699,92.72,95.581
94.169,-0.5954,8.71,92.683,95.549
94.169,-0.58753,8.7209,92.646,95.517
94.169,-0.57966,8.7318,92.608,95.485
94.169,-0.57179,8.7426,92.569,95.452
94.169,-0.56392,8.7535,92.53,95.42
94.169,-0.55605,8.7643,92.489,95.388
94.169,-0.54818,8.7751,92.447,95.355
94.169,-0.54031,8.7858,92.404,95.322
94.169,-0.53243,8.7966,92.36,95.29
94.169,-0.52456,8.8073,92.315,95.257
94.169,-0.51669,8.818,92.269,95.224
94.169,-0.50882,8.8287,92.221,95.191
94.169,-0.50095,8.8394,92.173,95.158
94.169,-0.49308,8.85,92.123,95.125
94.169,-0.48521,8.8606,92.072,95.093
94.169,-0.47734,8.8712,92.02,95.06
94.169,-0.46947,8.8817,91.967,95.027
94.169,-0.4616,8.8923,91.912,94.995
94.169,-0.45373,8.9028,91.856,94.962
94.169,-0.44586,8.9133,91.798,94.93
94.169,-0.43798,8.9238,91.739,94.898
94.169,-0.43011,8.9342,91.679,94.866
94.169,-0.42224,8.9446,91.617,94.835
94.169,-0.41437,8.955,91.554,94.803
94.169,-0.4065,8.9654,91.489,94.772
94.169,-0.39863,8.9758,91.422,94.742
94.169,-0.39076,8.9861,91.354,94.711
94.169,-0.38289,8.9964,91.284,94.682
94.169,-0.37502,9.0067,91.212,94.652
94.169,-0.36715,9.017,91.139,94.623
94.169,-0.35928,9.0272,91.064,94.595
94.169,-0.3514,9.0374,90.987,94.567
94.169,-0.34353,9.0476,90.908,94.54
94.169,-0.33566,9.0578,90.827,94.514
94.169,-0.32779,9.0679,90.744,94.488
94.169,-0.31992,9.0781,90.659,94.463
94.169,-0.31205,9.0882,90.572,94.439
94.169,-0.30418,9.0982,90.483,94.416
94.169,-0.29631,9.1083,90.392,94.394
94.169,-0.28844,9.1183,90.298,94.372
94.169,-0.28057,9.1283,90.202,94.352
94.169,-0.2727,9.1383,90.104,94.333
94.169,-0.26482,9.1483,90.003,94.314
94.169,-0.25695,9.1582,89.9,94.297
94.169,-0.24908,9.1682,89.794,94.281
94.169,-0.24121,9.178,89.686,94.266
94.169,-0.23334,9.1879,89.575,94.253
94.169,-0.22547,9.1978,89.461,94.24
94.169,-0.2176,9.2076,89.345,94.229
94.169,-0.20973,9.2174,89.225,94.219
94.169,-0.20186,9.2272,89.103,94.209
94.169,-0.19399,9.2369,88.978,94.202
94.169,-0.18612,9.2467,88.849,94.195
94.169,-0.17824,9.2564,88.718,94.189
94.169,-0.17037,9.2661,88.583,94.184
94.169,-0.1625,9.2757,88.445,94.18
94.169,-0.15463,9.2854,88.303,94.177
94.169,-0.14676,9.295,88.158,94.175
94.169,-0.13889,9.3046,88.01,94.173
94.169,-0.13102,9.3141,87.858,94.171
94.169,-0.12315,9.3237,87.702,94.17
94.169,-0.11528,9.3332,87.542,94.17
94.169,-0.10741,9.3427,87.378,94.17
94.169,-0.099535,9.3522,87.211,94.169
94.169,-0.091665,9.3617,87.039,94.169
94.169,-0.083794,9.3711,86.863,94.169
94.169,-0.075923,9.3805,86.683,94.169
94.169,-0.068052,9.3899,86.498,94.169
94.169,-0.060181,9.3993,86.308,94.169
94.29,-0.8394,8.4163,93.594,96.568
94.29,-0.83153,8.4278,93.577,96.543
94.29,-0.82366,8.4392,93.559,96.517
94.29,-0.81579,8.4507,93.541,96.492
94.29,-0.80792,8.4621,93.522,96.466
94.29,-0.80005,8.4735,93.503,96.44
94.29,-0.79217,8.4848,93.483,96.414
94.29,-0.7843,8.4961,93.463,96.387
94.29,-0.77643,8.5074,93.442,96.361
94.29,-0.76856,8.5187,93.421,96.334
94.29,-0.76069,8.53,93.399,96.306
94.29,-0.75282,8.5412,93.377,96.279
94.29,-0.74495,8.5525,93.354,96.251
94.29,-0.73708,8.5637,93.331,96.223
94.29,-0.72921,8.5748,93.307,96.195
94.29,-0.72134,8.586,93.282,96.166
94.29,-0.71347,8.5971,93.257,96.137
94.29,-0.70559,8.6082,93.231,96.108
94.29,-0.69772,8.6193,93.205,96.079
94.29,-0.68985,8.6303,93.178,96.049
94.29,-0.68198,8.6414,93.15,96.019
94.29,-0.67411,8.6524,93.122,95.989
94.29,-0.66624,8.6634,93.093,95.959
94.29,-0.65837,8.6743,93.063,95.929
94.29,-0.6505,8.6853,93.032,95.898
94.29,-0.64263,8.6962,93.001,95.867
94.29,-0.63476,8.7071,92.969,95.836
94.29,-0.62689,8.718,92.936,95.805
94.29,-0.61901,8.7288,92.902,95.773
94.29,-0.61114,8.7396,92.867,95.741
94.29,-0.60327,8.7504,92.832,95.71
94.29,-0.5954,8.7612,92.795,95.678
94.29,-0.58753,8.772,92.758,95.645
94.29,-0.57966,8.7827,92.72,95.613
94.29,-0.57179,8.7934,92.681,95.581
94.29,-0.56392,8.8041,92.641,95.548
94.29,-0.55605,8.8148,92.6,95.515
94.29,-0.54818,8.8254,92.558,95.483
94.29,-0.54031,8.836,92.515,95.45
94.29,-0.53243,8.8466,92.47,95.417
94.29,-0.52456,8.8572,92.425,95.384
94.29,-0.51669,8.8677,92.379,95.351
94.29,-0.50882,8.8783,92.331,95.318
94.29,-0.50095,8.8888,92.283,95.285
94.29,-0.49308,8.8992,92.233,95.252
94.29,-0.48521,8.9097,92.182,95.219
94.29,-0.47734,8.9201,92.129,95.186
94.29,-0.46947,8.9305,92.075,95.153
94.29,-0.4616,8.9409,92.02,95.12
94.29,-0.45373,8.9513,91.964,95.087
94.29,-0.44586,8.9616,91.906,95.055
94.29,-0.43798,8.972,91.847,95.023
94.29,-0.43011,8.9822,91.786,94.991
94.29,-0.42224,8.9925,91.724,94.959
94.29,-0.41437,9.0028,91.661,94.927
94.29,-0.4065,9.013,91.595,94.896
94.29,-0.39863,9.0232,91.528,94.865
94.29,-0.39076,9.0334,91.46,94.835
94.29,-0.38289,9.0435,91.39,94.805
94.29,-0.37502,9.0537,91.318,94.776
94.29,-0.36715,9.0638,91.244,94.747
94.29,-0.35928,9.0739,91.169,94.718
94.29,-0.3514,9.0839,91.091,94.69
94.29,-0.34353,9.094,91.012,94.663
94.29,-0.33566,9.104,90.931,94.636
94.29,-0.32779,9.114,90.848,94.611
94.29,-0.31992,9.124,90.762,94.586
94.29,-0.31205,9.1339,90.675,94.561
94.29,-0.30418,9.1438,90.585,94.538
94.29,-0.29631,9.1537,90.494,94.516
94.29,-0.28844,9.1636,90.4,94.494
94.29,-0.28057,9.1735,90.303,94.474
94.29,-0.2727,9.1833,90.205,94.454
94.29,-0.26482,9.1931,90.104,94.436
94.29,-0.25695,9.2029,90,94.419
94.29,-0.24908,9.2127,89.894,94.403
94.29,-0.24121,9.2224,89.785,94.388
94.29,-0.23334,9.2321,89.674,94.374
94.29,-0.22547,9.2418,89.559,94.361
94.29,-0.2176,9.2515,89.442,94.35
94.29,-0.20973,9.2612,89.323,94.34
94.29,-0.20186,9.2708,89.2,94.33
94.29,-0.19399,9.2804,89.074,94.322
94.29,-0.18612,9.29,88.945,94.316
94.29,-0.17824,9.2995,88.813,94.31
94.29,-0.17037,9.3091,88.678,94.305
94.29,-0.1625,9.3186,88.539,94.301
94.29,-0.15463,9.3281,88.397,94.298
94.29,-0.14676,9.3375,88.252,94.295
94.29,-0.13889,9.347,88.103,94.294
94.29,-0.13102,9.3564,87.95,94.292
94.29,-0.12315,9.3658,87.793,94.291
94.29,-0.11528,9.3751,87.633,94.291
94.29,-0.10741,9.3845,87.469,94.29
94.29,-0.099535,9.3938,87.301,94.29
94.29,-0.091665,9.4031,87.128,94.29
94.29,-0.083794,9.4124,86.951,94.29
94.29,-0.075923,9.4217,86.77,94.29
94.29,-0.068052,9.4309,86.585,94.29
94.29,-0.060181,9.4401,86.395,94.29
94.411,-0.8394,8.4721,93.711,96.703
94.411,-0.83153,8.4834,93.693,96.678
94.411,-0.82366,8.4947,93.675,96.653
94.411,-0.81579,8.506,93.657,96.627
94.411,-0.80792,8.5172,93.638,96.601
94.411,-0.80005,8.5285,93.619,96.575
94.411,-0.79217,8.5397,93.599,96.548
94.411,-0.7843,8.5509,93.578,96.522
94.411,-0.77643,8.562,93.558,96.495
94.411,-0.76856,8.5731,93.536,96.467
94.411,-0.76069,8.5843,93.515,96.44
94.411,-0.75282,8.5953,93.492,96.412
94.411,-0.74495,8.6064,93.469,96.384
94.411,-0.73708,8.6175,93.446,96.356
94.411,-0.72921,8.6285,93.422,96.327
94.411,-0.72134,8.6395,93.397,96.298
94.411,-0.71347,8.6504,93.372,96.269
94.411,-0.70559,8.6614,93.346,96.24
